ID,SalePrice
2658,130773.55456246936
2718,152837.84501369434
2414,242120.74423347446
1989,111346.2314447803
625,182195.37780265213
333,83435.94879118064
1327,102147.59119291067
858,163467.11547203868
95,169263.62620535842
1568,160693.49248649168
2482,148832.1596932468
1364,115671.927613704
2584,145846.89367568764
818,237018.20758912887
2673,155336.07092973398
2089,113432.35334679717
1297,136932.4121088935
790,118948.22595691717
2616,195444.7350529182
720,191258.01912631464
222,146100.31165892215
557,108095.6170099543
1148,179885.70810822851
2766,169754.1239310529
534,180351.61045254103
1452,131507.04818928643
630,109108.69808967572
2648,123324.45364885443
125,160592.3881721136
1904,38438.513146656725
1670,99967.35789234954
756,88486.14940641844
717,216671.0083469238
1032,161370.16346739666
852,219557.79863348434
1731,189041.15980884543
2639,119451.31911503144
2071,69182.02304963712
1267,128997.54272549863
1851,179298.8516548576
567,174335.76295599632
2439,210143.63190976682
1898,146939.51173379537
647,186611.06085076928
2256,215698.30905379594
979,92271.27203984321
1444,221344.6246131428
2485,118998.47695386269
157,120168.16636707951
88,117904.6759695611
2003,110096.92359822591
186,202768.47319724679
1425,228257.51603203872
2695,125527.89227676825
738,100527.26988021139
395,154119.4088828096
1353,162068.05563898446
1878,140875.55116538456
390,159184.62502321246
1456,222108.0542169109
1103,329590.69357857684
1387,123532.71677295258
2070,142607.05279860302
1199,178432.36797730895
2479,183061.9230629031
501,310280.17972514057
2362,97615.4190100866
1718,226927.03306469283
2188,80232.90230175131
1483,157446.8159115093
2557,69936.27622528873
437,358913.9190388791
2224,212405.87503379546
1628,176189.7741194153
397,139055.09961074634
587,203922.1947401863
2182,591272.983694857
971,146048.05419637472
2611,145982.734912269
1887,93494.14405992058
2399,363151.1592922587
2148,194939.86561783153
304,136142.6213767992
1997,133627.4389108159
2817,95066.86569213518
1431,201211.85886139108
427,343365.11840519484
263,124680.11272393003
598,192832.03982709508
2895,232204.7013879682
687,134654.97784584796
1822,135353.2917516027
2191,99958.09143497462
179,111864.03961498552
1009,242838.44868398726
2010,118224.06721880629
1991,142971.10092260785
1411,226310.29272177088
1721,233298.152705019
1144,190365.56060561346
593,216244.73176639277
575,309678.98436019744
1249,175056.12817748956
1604,121571.02734131746
1064,466756.05553140986
1923,154936.98868454748
1988,118801.26973639149
2325,168776.06199309867
114,199957.99580758746
2700,173944.4923148609
217,131572.3985555247
343,184638.7564832513
386,206190.01115871946
2005,106686.83083790223
2908,141435.9351061812
1814,247472.67160682654
2446,479486.9195328669
208,119879.11950092769
1679,98866.56069672332
822,302837.62689951237
6,187075.73370075843
1781,374821.0595184155
2397,318904.20121026784
2340,323155.18017952173
1618,173461.5721147596
2843,168652.9178325903
1061,349512.3814147867
2786,128093.72902956475
1935,135352.9938603276
1341,98182.54239076699
521,234382.62591442376
2136,137286.05727085145
996,200669.9753807751
227,137939.5800720776
135,191041.27407305266
1167,143365.8520914754
294,237807.54832766234
1776,211011.4877183288
540,164498.32429009394
1717,250408.7045400777
2303,125789.74484172501
116,188682.53699145844
127,131790.6184691506
1371,123748.43144932167
1014,174460.73940805538
1507,99987.75372395717
702,140348.1047743514
750,138551.99917068728
261,155979.83653079366
1559,67402.90394995811
577,230813.26846918656
2812,195940.79797086195
2080,166877.61341053268
1368,104626.17426879401
2376,123678.65935120171
659,115520.61559062726
1235,149171.07390232792
332,66436.51177164407
1917,146091.16583426172
2094,226990.2820735752
1460,255438.57332815498
1471,216721.55173995916
1509,119330.27483050207
1922,130413.02394068692
433,443941.6823730994
460,268314.0191511939
1116,209003.06755497548
1137,164516.6800700924
53,159000.27064337037
2354,270808.1483933401
1475,196341.7549162643
1761,501866.4250701866
842,130743.07366330599
2739,176397.1235176677
2509,145024.3598328882
1007,202290.27396840317
2610,192829.49679222726
1952,90053.96362077227
2719,163055.56609589083
2921,76951.94398001522
1966,156486.80178720067
292,107910.92544929302
1204,189045.9073037647
1829,259612.93844054968
2419,207369.95243388583
391,150260.08558277984
798,120745.8656132448
481,198206.76397181104
193,216528.910146064
555,110923.09755099185
899,49866.66243593789
2357,181485.01900592772
328,130856.40231193576
1356,93760.282689824
1154,109651.47556755875
1730,200630.65473718243
2249,157710.6568312998
1119,282822.63779353694
2856,154108.61032070534
1394,136058.63495710984
2587,113124.77102087703
61,316186.03510845324
2661,189075.60174097162
2711,142307.13611569034
1147,184915.0926686139
757,118941.98023965715
2623,95015.078919478
2378,136930.03270768974
1413,160242.2816710106
1722,224585.1679247822
1112,209438.59623406656
1623,182649.75683690823
1201,214799.4366119485
1513,113303.6258121353
957,481862.77606527176
1171,245097.31047025876
1145,197666.51506333807
2726,235081.19546644058
703,161600.92703086758
760,127424.23124461205
1964,161595.78894007046
2512,173372.09531793132
159,125920.59056185078
1281,173865.4016997866
468,191484.32797550352
290,119942.35818212536
665,99974.41210622294
1463,247135.55413553113
1792,213739.52759830572
923,174650.7031721027
500,285518.7418059674
1408,190436.68944845587
331,66741.8401095519
170,137093.1937368666
2192,95823.85453946207
2571,305216.60492391075
2314,169155.83164350112
2647,92521.14834615227
422,416542.8651788928
2457,334000.144764767
1838,193908.3021277484
2805,268921.3471156765
1645,152685.704480146
1711,305115.9670115922
2825,235627.69706659124
322,311876.1392709176
2103,261731.5720083343
342,121103.43255699695
600,113877.53874184327
488,161808.4470858757
1725,320934.1231212345
2246,323803.4185266987
2847,149716.581745836
806,235366.12253391938
530,218145.78460264616
963,191787.319132942
2678,95856.07579479902
171,86442.89785033473
2401,440206.8810592486
805,215758.31235936488
2259,256709.99692606734
1748,179556.92245995987
1361,146945.9065699164
1677,112443.36210039133
1406,169765.56800617473
2322,273125.5292398716
688,158211.2823083222
143,148311.2120676978
804,212492.67731764825
1214,160799.5193950787
2828,158933.52785057164
1999,192755.7148626332
2467,211286.11723358868
2665,161702.27171890624
1538,321111.568523851
398,108773.3822436404
2822,166424.95382611777
2157,148373.7023374144
1856,187539.87895822164
1269,93342.7440991516
2570,126325.34565108568
2320,229618.92289127555
1517,131410.03900893376
2304,124712.43808469204
1312,83422.6323957339
2012,125836.3291040711
506,271897.146679749
2865,224354.94910247225
2367,99500.29283672324
554,75398.0344662894
238,144612.8966167691
1954,112453.75743998322
2488,115449.84104678739
2291,63600.91103032463
1969,99601.3910207334
2725,163630.2900864621
1482,152206.6637073839
2763,207736.4154237312
503,267762.5736990982
1584,245360.10383138576
1531,153210.68160983577
2210,188805.44625239298
459,338671.8723416886
556,131066.5434303059
1347,130782.30845482966
1290,67125.7645379596
1388,104848.51315773741
1571,368853.65323455003
2754,222796.5241140027
765,147986.48368855618
2494,134771.28502153917
2870,251017.04246866232
7,232912.07112757623
1114,227315.5492954626
2418,289139.91109337995
291,151489.0187985066
18,364658.0145346704
39,393659.555895124
1001,278959.5462557849
2442,232545.43264098943
616,121032.21334066642
2680,66579.69221180766
1414,116898.11755736748
289,159483.26428385428
40,278421.2751170978
860,132430.00370947583
409,135806.72118734557
673,158204.17143223126
2427,190663.80783776531
2036,221280.65387700486
2564,145061.1844746197
642,157876.9587706502
1008,185812.12513456377
1908,144498.16462252202
2519,195544.69781130643
1369,78283.87785723331
2855,176430.87924511617
712,103992.65693165474
1943,116626.22799396867
1958,126412.13821745513
107,162833.4635899077
2295,224280.9299262652
704,109501.10541092683
676,151577.62124057594
259,179304.40333907225
93,295259.1765502739
106,221310.6453692817
2315,165358.31542024444
1050,108332.22292523082
1095,210758.4976676746
2709,160440.88585593717
758,125465.41640182925
1496,165510.15841586769
2370,120652.0499460114
2458,287095.5629433618
2733,133603.52924360742
161,276964.899957753
726,135982.3057871739
845,209143.60469478372
947,235857.36790706427
2232,104535.63318780926
2563,140993.3780577213
2299,164414.8709876587
211,68064.14328861352
605,143991.08721159276
1478,197573.97181347865
2247,295944.5141505508
2274,238053.14084264688
2869,226904.27616244723
967,209430.03521375285
2656,115792.03803558103
667,185575.47063634792
1042,108157.12312406435
2023,153307.2280744382
2447,375979.4072103746
2055,124201.81079819959
2275,291594.9270522312
2204,178096.10470705872
1563,284948.291199247
483,225025.192251402
796,137818.48124053318
1526,157132.27378971822
2042,116261.79755080547
442,335479.4517521919
1693,340456.88452917757
1468,221523.01537956652
1430,186923.3463538848
2605,152505.45347576914
1529,206628.90450106142
335,164202.29612940556
1287,118007.5995835317
31,97100.00585541014
1785,312827.04165068513
82,164500.75598916868
2620,141860.7596607295
252,164093.61033705258
721,52793.66675749664
2165,207392.96615585434
2316,193568.68091656928
775,130198.59091872971
1558,62010.77769258432
17,218765.3169090046
1022,239262.29232012667
925,126453.64607925885
438,278107.8758116871
1270,163359.37745446383
1272,133396.1733539113
215,127077.66314131362
266,225934.98888009368
2402,294350.0777203017
1250,130387.04508084145
1984,117413.28767203697
1279,143674.3041499822
377,258752.3103708015
1252,119549.95723248852
2156,260551.8879873343
499,336707.0568995782
1374,124579.3701731226
2898,242047.7496096153
401,108210.09439738127
2721,154760.2058944358
2078,251884.45464853532
2589,118999.83324755162
1946,223130.97893265443
1334,108402.8667301632
2781,205168.13115354048
431,391894.3588603887
576,200062.63031861593
1474,211537.87697595966
2254,138827.39265592975
2155,273444.10373064503
885,82928.2362514856
643,143973.1238282705
1944,113762.28103241164
480,200714.18483979854
2845,105437.51707116059
2387,332457.6212611679
2407,235086.70428468136
2527,166603.31415447453
2514,137802.3680224706
629,156051.65397061713
80,206872.46317816497
1876,147442.90380597286
1546,119687.31003006927
2518,173468.1337434868
2347,163511.94069236983
783,243845.5268601225
1322,30759.807602289642
194,80303.33637396658
