Id,SalePrice
2658,181486.20182291666
2718,181486.20182291666
2414,181486.20182291666
1989,181486.20182291666
625,181486.20182291666
333,181486.20182291666
1327,181486.20182291666
858,181486.20182291666
95,181486.20182291666
1568,181486.20182291666
2482,181486.20182291666
1364,181486.20182291666
2584,181486.20182291666
818,181486.20182291666
2673,181486.20182291666
2089,181486.20182291666
1297,181486.20182291666
790,181486.20182291666
2616,181486.20182291666
720,181486.20182291666
222,181486.20182291666
557,181486.20182291666
1148,181486.20182291666
2766,181486.20182291666
534,181486.20182291666
1452,181486.20182291666
630,181486.20182291666
2648,181486.20182291666
125,181486.20182291666
1904,181486.20182291666
1670,181486.20182291666
756,181486.20182291666
717,181486.20182291666
1032,181486.20182291666
852,181486.20182291666
1731,181486.20182291666
2639,181486.20182291666
2071,181486.20182291666
1267,181486.20182291666
1851,181486.20182291666
567,181486.20182291666
2439,181486.20182291666
1898,181486.20182291666
647,181486.20182291666
2256,181486.20182291666
979,181486.20182291666
1444,181486.20182291666
2485,181486.20182291666
157,181486.20182291666
88,181486.20182291666
2003,181486.20182291666
186,181486.20182291666
1425,181486.20182291666
2695,181486.20182291666
738,181486.20182291666
395,181486.20182291666
1353,181486.20182291666
1878,181486.20182291666
390,181486.20182291666
1456,181486.20182291666
1103,181486.20182291666
1387,181486.20182291666
2070,181486.20182291666
1199,181486.20182291666
2479,181486.20182291666
501,181486.20182291666
2362,181486.20182291666
1718,181486.20182291666
2188,181486.20182291666
1483,181486.20182291666
2557,181486.20182291666
437,181486.20182291666
2224,181486.20182291666
1628,181486.20182291666
397,181486.20182291666
587,181486.20182291666
2182,181486.20182291666
971,181486.20182291666
2611,181486.20182291666
1887,181486.20182291666
2399,181486.20182291666
2148,181486.20182291666
304,181486.20182291666
1997,181486.20182291666
2817,181486.20182291666
1431,181486.20182291666
427,181486.20182291666
263,181486.20182291666
598,181486.20182291666
2895,181486.20182291666
687,181486.20182291666
1822,181486.20182291666
2191,181486.20182291666
179,181486.20182291666
1009,181486.20182291666
2010,181486.20182291666
1991,181486.20182291666
1411,181486.20182291666
1721,181486.20182291666
1144,181486.20182291666
593,181486.20182291666
575,181486.20182291666
1249,181486.20182291666
1604,181486.20182291666
1064,181486.20182291666
1923,181486.20182291666
1988,181486.20182291666
2325,181486.20182291666
114,181486.20182291666
2700,181486.20182291666
217,181486.20182291666
343,181486.20182291666
386,181486.20182291666
2005,181486.20182291666
2908,181486.20182291666
1814,181486.20182291666
2446,181486.20182291666
208,181486.20182291666
1679,181486.20182291666
822,181486.20182291666
6,181486.20182291666
1781,181486.20182291666
