ID,SalePrice
2658,131682.20235895837
2718,153774.1718412317
2414,235815.14512965258
1989,110553.06526980623
625,183416.69548981797
333,83061.69093611678
1327,102132.8079832179
858,164596.72634949497
95,169956.85832472262
1568,162470.86378985769
2482,148515.631868628
1364,116168.7005430624
2584,145873.36640175173
818,242110.00260790982
2673,156196.45216208196
2089,115332.93053379378
1297,136476.58170278528
790,118221.49510259305
2616,199477.0120243096
720,191969.40520815348
222,146876.30817230244
557,109624.82608867734
1148,179928.75450983713
2766,165745.44745070674
534,180777.01595497166
1452,131083.18790167553
630,109299.43285825406
2648,124355.82102267406
125,161214.78018763976
1904,37800.80357962978
1670,99991.86098658797
756,88123.06797943295
717,219839.66373430213
1032,162464.04689327837
852,218808.2696360739
1731,184747.1891355083
2639,121089.20718095043
2071,68922.37662855774
1267,127682.4741066394
1851,180754.19504226724
567,169288.01827304356
2439,209748.97751257347
1898,147623.67461470029
647,185485.042256295
2256,219920.68221301775
979,92790.37856314419
1444,222169.57323631993
2485,118776.65986334882
157,120318.94022056917
88,120282.62521445929
2003,109247.23548993375
186,205787.22889952437
1425,230623.80116443135
2695,124453.86015333202
738,101540.95492452363
395,154530.0856342295
1353,163821.5787809179
1878,141480.64248992983
390,160315.03634324347
1456,223544.05492786207
1103,329960.4339175701
1387,122608.58892966248
2070,144497.91663919418
1199,178395.58555662056
2479,182965.09954586736
501,311575.252102879
2362,97187.61574221856
1718,230000.47676368355
2188,80637.89479522334
1483,157389.09314189389
2557,69702.7723670359
437,359628.59287163324
2224,209909.13750154086
1628,175520.47925861678
397,139739.21154502814
587,204137.97011393844
2182,590054.3183214447
971,142861.967885288
2611,147578.48135678485
1887,92541.38195575203
2399,366656.63902601943
2148,196984.40904310503
304,131429.2459343522
1997,134816.97545592714
2817,95920.66864290652
1431,198709.14074734168
427,342702.69587425265
263,124740.5843236041
598,191497.42488357026
2895,233982.55497197632
687,136699.3291107865
1822,136156.43249409532
2191,98317.99442681644
179,112669.23140519846
1009,241846.03734159557
2010,118972.92053978995
1991,143875.86221719446
1411,222548.90394980327
1721,236503.06954084855
1144,190913.83706471542
593,217775.78315035984
575,312944.31139776553
1249,177367.73560915946
1604,123148.25856026975
1064,471373.4467345588
1923,157855.18456140909
1988,120707.55236779661
2325,169821.90799223902
114,198511.7857427136
2700,174404.5260058746
217,132166.45055885587
343,187446.14453940038
386,209393.34875890773
2005,105385.59229460405
2908,137785.33376342987
1814,247398.3775255065
2446,477420.6158735222
208,121255.64322497674
1679,99680.32314332123
822,306416.02402191225
6,187898.87816553243
1781,376457.4914400526
2397,318676.9201047047
2340,322786.3278343071
1618,170683.5803026395
2843,154878.96811659724
1061,353958.642733205
2786,127022.99957430153
1935,135860.63371904974
1341,100386.11567078013
521,235518.94481870797
2136,135534.39325185222
996,201051.03143439887
227,137492.2745204664
135,190886.04676343605
1167,145414.56385475126
294,239437.36480185774
1776,209403.39804846043
540,164344.44642975734
1717,249666.13658659178
2303,124970.33137966073
116,190424.7741739659
127,130475.5506769467
1371,123629.13493585555
1014,168214.0541677557
1507,99488.8121066666
702,141151.02023178374
750,139903.74485266663
261,156096.8987623142
1559,65295.24016517789
577,229868.49003570573
2812,195303.6519691788
2080,167037.75520155072
1368,106649.05663822593
2376,122444.64889566948
659,114862.52610952576
1235,150096.3918368021
332,65268.13302349698
1917,146944.52029344175
2094,227325.2406215246
1460,257710.45180583533
1471,217738.0348043475
1509,117708.24212239924
1922,130385.62247529044
433,453166.04293511785
460,270965.1925033825
1116,212301.52437236306
1137,164000.1363193056
53,159419.88036720856
2354,271683.62077288097
1475,197187.3354709039
1761,505708.13602953276
842,131380.75937766038
2739,176108.34029566613
2509,143841.30397504906
1007,202749.42004282493
2610,193419.0812038246
1952,89561.23616444922
2719,165216.2544997685
2921,76294.05625396442
1966,156597.50259866967
292,108696.91364162607
1204,193467.2384758461
1829,258518.5273358211
2419,203266.9682896253
391,150940.82424171705
798,119838.68078570423
481,198957.11024630792
193,203892.83844800308
555,109615.42476346952
899,47279.477346864456
2357,180398.82977642413
328,131124.2035331108
1356,94925.42514407958
1154,109587.47908967704
1730,196728.50000260392
2249,156854.791566941
1119,281068.6265210262
2856,153463.03364831718
1394,134361.8294128927
2587,112702.9307898691
61,311061.90405891126
2661,175508.0876745182
2711,139866.99067948686
1147,186781.19963406908
757,120994.17965909514
2623,93359.93957508559
2378,133111.92254196314
1413,160842.71948458214
1722,226726.09932445508
1112,210640.217624659
1623,184501.92619305968
1201,215600.99489856217
1513,113818.24440187309
957,413672.1775898326
1171,249020.1396502498
1145,198677.78389796466
2726,236022.28717256043
703,162920.1556543199
760,124036.22706234951
1964,160342.90789791872
2512,173658.1610956942
159,125005.97704909346
1281,176467.9600573545
468,189959.76693644404
290,119640.16254001277
665,98663.14887567278
1463,248956.9864465788
1792,213830.543123601
923,169148.92418707616
500,285236.7683098974
1408,190411.5345362506
331,64636.5339443909
170,141306.4706187523
2192,94754.5605764823
2571,290868.9568979871
2314,167682.86013624351
2647,92641.6648217151
422,422755.36027612776
2457,333694.3645135616
1838,191859.66254165507
2805,263476.37368715846
1645,152392.0000436826
1711,307690.03495801415
2825,237634.0246406355
322,310617.80075287377
2103,260680.03704496258
342,119867.57873148454
600,114811.69949654676
488,164453.50519306277
1725,320467.19158808346
2246,319180.0032270584
2847,151495.1221480638
806,237618.94618771435
530,219882.0545125771
963,192972.55326363634
2678,95217.62159413325
171,85272.88427447232
2401,441403.22299522004
805,216921.08208173938
2259,258083.31253361038
1748,178579.1649173758
1361,147099.76724281622
1677,113685.26975986137
1406,168636.4185287988
2322,264887.2486064978
688,160599.97597316516
143,150418.42535542377
804,213288.85291306124
1214,162352.37945850578
2828,154344.5612250606
1999,194519.33881667125
2467,207772.19004225175
2665,162610.97011411152
1538,326828.51265895076
398,109351.2755177186
2822,161667.25840326442
2157,148202.99928802098
1856,186358.2356631679
1269,92099.18595506312
2570,127183.63233924842
2320,229150.89142031048
1517,131399.55888356612
2304,123606.57066643106
1312,82012.92520327277
2012,127060.5993011789
506,262361.9738531274
2865,223285.022627751
2367,100273.16469276999
554,72817.12097776483
238,145136.18678533094
1954,112690.3207399924
2488,115695.38187648667
2291,62178.05925052249
1969,99408.1209285729
2725,164443.1092201678
1482,152363.97409475522
2763,208576.02213629388
503,266833.77698385424
1584,246907.66666977142
1531,148642.75401356482
2210,187430.29128502542
459,339095.0796060109
556,131762.38079660843
1347,134098.5552577125
1290,66988.66281908685
1388,103558.02942096117
1571,313577.20995829336
2754,219837.7689181132
765,144531.53943263236
2494,134922.71792942815
2870,250714.07652065257
7,233649.6201684027
1114,230623.55390325218
2418,287838.20594927284
291,153403.465237683
18,363298.1502971661
39,395537.6972503428
1001,281366.6259742578
2442,235834.84755882632
616,120024.61386042205
2680,64273.63266340604
1414,117425.84819367505
289,160910.92341406737
40,276565.77694132074
860,132019.37342675455
409,132675.95365286584
673,159309.11658115592
2427,187284.14668419794
2036,222661.66542394098
2564,145022.53739578702
642,159710.74562608803
1008,185158.30383523405
1908,145380.29820747752
2519,199503.28025843357
1369,78641.54688208974
2855,176564.31267154528
712,103829.70380593631
1943,116025.820945048
1958,128336.79142699615
107,163684.4081354297
2295,218706.25550733187
704,107837.79232842526
676,152131.23576023654
259,180185.17749527204
93,294553.347145795
106,223742.50036441215
2315,166034.99561954325
1050,107975.09026182286
1095,210131.68173540218
2709,160612.80539392086
758,128457.84585261889
1496,165636.4140493095
2370,122403.2409544591
2458,289287.69559084415
2733,135137.9943470832
161,281184.64857452887
726,135824.8459133272
845,210417.78107482608
947,237938.6065151408
2232,106473.88312405514
2563,144143.21790939657
2299,160069.79760071795
211,66595.18691207623
605,143341.51044423712
1478,197168.10099309072
2247,295272.8502597127
2274,229546.75213130188
2869,228072.4777419737
967,210540.06666700178
2656,116730.08723215424
667,189532.38382933513
1042,109420.0578190833
2023,152486.858721528
2447,379315.29657289525
2055,122137.38516935635
2275,286361.38589157193
2204,177666.28129681986
1563,283582.57887324144
483,228274.3405376316
796,138187.21920336247
1526,154058.11011934435
2042,116676.04939487972
442,338818.9339887765
1693,338944.773424757
1468,222726.92513328654
1430,189091.08290768083
2605,153689.46611613873
1529,207351.82813773732
335,160978.14862212975
1287,117939.56735882182
31,98225.3339604816
1785,310314.83208043326
82,164153.41083256525
2620,140505.84951831083
252,164088.00591999938
721,53586.79692465898
2165,204147.17421449453
2316,191182.9803652022
775,128956.1992980091
1558,57485.468451954264
17,219124.08841764485
1022,240785.89359620857
925,124290.77212856204
438,280323.3268206405
1270,162649.26379076132
1272,133232.0893032238
215,129638.01133422976
266,228966.2194605714
2402,296550.5191284608
1250,131649.138333827
1984,119417.56438023192
1279,144530.68248432223
377,262893.9752730593
1252,121097.90243587465
2156,264733.7456171029
499,337134.3967194804
1374,119668.2786979661
2898,245770.71105455182
401,107364.63229285381
2721,155793.35847162004
2078,254474.06668230894
2589,117636.31660718737
1946,221128.2182768872
1334,110967.3802559652
2781,205781.54895768204
431,393414.18701005855
576,203200.1604613944
1474,213278.35809144063
2254,137575.5115619883
2155,275290.6351083092
885,83379.69792134239
643,145822.31919579083
1944,111778.45023145498
480,199708.0396556619
2845,103372.90762287792
2387,331366.85079902486
2407,233119.44897343233
2527,166571.28989231554
2514,135514.33711202338
629,155012.98726386056
80,210122.3901214735
1876,148038.83742933598
1546,119387.44726685745
2518,174601.52378157675
2347,163178.19769849378
783,240630.64986244478
1322,26616.34191596198
194,81912.40762369684
1770,296898.0098190198
2143,130236.57745330254
1229,236266.74297386227
511,270038.568041393
46,256561.10637030023
1348,164428.5359765083
2465,205941.7985667081
387,218163.3032836457
873,236007.93972345494
1918,120623.80295059497
2764,237896.3906758849
2184,112416.59941197722
934,133274.14503814722
1920,131336.54481407086
2631,157243.5201958872
1768,533557.3407861374
2040,107815.1938984832
1749,226662.98630457686
834,251662.22032581037
1457,232055.90301008237
79,105012.1274908506
2302,136217.88316549524
1817,147768.45338456865
2755,246280.03403665143
359,174359.21874413165
2059,110041.32916075375
2092,239326.28574735363
2516,208876.9339495703
150,113962.32451484958
1656,147284.96632236472
83,83817.43807934316
2411,196144.36128973856
795,62278.27932634851
2312,221062.1154611808
2917,105105.87600713107
1624,188023.4394579862
2215,308507.61524022114
1211,158036.51637258
1485,158252.30711743428
1024,185362.68545006125
570,180209.3677602397
2874,132664.21561930887
700,142854.36582383435
2756,222796.608839401
2022,178569.71380573456
583,237121.0885284824
2392,381658.367330699
2424,174280.29643154028
212,96818.93788376171
736,120275.14700216013
1610,179512.7974004835
890,121724.14669328232
467,176772.9274109121
578,226376.88496003812
1747,197429.82539097138
1149,148980.29617527148
2758,284642.98572326
857,151393.8583743736
2219,293563.4171106083
733,93417.89125870318
2909,104660.40304672033
1798,234568.8002779945
235,115507.2707034061
2366,129015.82828910896
1027,127874.37506012444
1195,136819.799825148
1303,29957.044504463265
148,193745.1995845891
608,170080.61953646506
2515,199044.2685746876
821,248824.26847318886
2500,287520.5761699048
745,94403.75589115912
741,122626.5833327623
1611,137329.38561627638
2532,119835.63331066398
1081,223715.15725310904
1692,430265.22106786165
2520,183932.59932293172
276,113056.89413768463
1992,141772.05799307761
663,27045.66587070236
418,121778.291311181
1733,213003.56842365355
2359,152527.4634342193
253,177834.6977604934
1518,199928.3962250309
2035,143325.0528282836
2919,70114.09546588818
1540,236051.17007759443
2120,136420.45139904457
1674,163165.61213233627
256,148776.7492565309
2361,91940.81110882344
978,62197.21408551575
2280,110500.37360119463
2095,240365.35001376015
1709,333928.90779066447
2801,244415.8425891822
1246,111354.51940778084
2373,91042.6979603778
1055,307605.0159968592
2017,119778.35865012862
1099,300935.4529137373
1344,74017.74891615687
835,213808.18686686104
1117,233527.09056712638
2043,83696.86674553469
2085,125482.52666400993
410,140146.38034474826
2650,109025.07199968387
2867,167931.74924599432
1668,117426.5438701391
1161,143924.04297297253
2122,170009.06257386133
2539,152063.297422286
1047,141023.48233542946
1445,137117.35284537333
541,132309.43265292142
569,215381.90462696747
1276,113939.19035823061
918,155965.7154238801
326,147235.96692789815
1936,123655.25177590873
895,103919.85577202724
257,142467.22290347263
1241,181832.65920572856
1545,120103.8649287143
1189,186801.14566212072
270,148574.35285399883
2066,185590.2853136081
693,93856.75175664363
1259,114525.6785622935
2916,152148.94211193966
2321,302166.2263112458
1977,98250.25118955251
1895,148290.5718533735
1240,173775.1709943609
85,161098.85948188812
1823,108305.86123572146
825,293057.6091679208
110,215964.74415483658
697,121131.08934670113
2297,126035.57055885495
1231,134857.55512418115
1355,131142.05736160255
968,324697.4158673184
584,232572.41633372917
1315,144688.58018914628
1606,131393.03178174747
206,73410.0102170009
1685,379010.52413686336
2016,127787.787311469
869,203500.4381461522
2135,128487.4339918295
2346,181302.14820283043
2430,240826.4393625519
2198,85362.21309651571
2652,118370.19125114115
27,108257.30257791634
241,159673.1742355145
906,131217.94517891353
1506,118972.50480056048
2098,356072.23923645914
1435,224832.13105856732
2213,138776.9717436175
1274,125330.74856725696
743,14748.041742915986
1737,217744.92982129904
2797,277329.48828125745
2185,49554.52744340294
58,156269.90845329675
830,204016.7086686302
808,104422.32335022764
680,145923.64719137727
1153,101874.35577571289
1291,150454.78757547564
1818,140809.75063122998
2161,202054.00634795427
1883,112816.17858399353
350,358787.5215523811
2473,166672.75767362697
295,183645.88311953616
293,195226.22079483655
859,134551.0546900882
288,54689.398421920414
1578,138270.3660320429
102,186420.7863152066
2831,164341.8281520445
1030,157245.2384149451
2551,153393.68724050221
1286,131030.56254902182
958,296149.1937448101
776,134696.44726065634
72,232652.25346783872
2263,267703.62864258245
1866,162341.5314821385
2876,53893.881862680806
2146,241149.77718633984
103,169366.52318876426
1500,128708.81730681297
492,169660.48841821746
167,149048.07567220207
2597,116527.62409801174
2685,96592.80885662128
1035,157124.92997168607
1220,54128.92661689833
2602,147975.53380869026
2159,211966.47225352257
695,145944.4720016524
1109,284984.7763912777
640,179943.52368465002
1652,158858.5624247927
2090,178450.20692091415
1188,188171.5201116959
2345,233131.29550700425
1059,395398.9489360447
2751,236213.5989322598
128,234141.8739492208
1523,159304.86077565406
2925,169173.68822169982
2145,281841.16259454784
1121,222079.2926945883
566,257991.97843089324
565,260237.4040890474
1331,141790.42550533102
2928,128936.7117314181
156,128627.89162481029
797,148362.6762502799
327,79289.76759798448
2859,146088.5015516323
1453,126681.07023008152
1762,347357.69825162744
1868,211915.64401468483
1760,160995.879732691
1113,214950.6843447243
1812,199023.43906664918
117,157719.66547903907
1142,211001.91409131
2342,408437.1695246341
927,148814.92617401472
2478,169927.4043663597
655,67900.88754315427
2064,120711.2426932446
369,293858.6446498723
2239,120071.09444043935
