Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Fence,Yr Sold,Bsmt Unf_prop,Fireplace * Qu,Year Built * Gr Liv Area,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Exterior 1st_AsbShng,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Central Air_N,Central Air_Y,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_nan,Mo Sold_1,Mo Sold_10,Mo Sold_11,Mo Sold_12,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_New,Sale Type_WD ,MS Zoning_A (agr),Foundation_Wood,Neighborhood_Landmrk,Exterior 1st_AsphShn,Exterior 1st_Stone,Exterior 1st_CBlock,Condition 1_RRNn,Sale Type_Oth,Condition 1_RRNe,Exterior 1st_ImStucc,Sale Type_ConLw,SalePrice
-0.9190416176449888,-0.47915566313271035,0.7204826496661553,0.22334496526341596,-0.7652274821204106,0.3819556762557713,-1.0584249525163576,-1.6299551977667721,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,1.1351231240616324,0.9288422408386607,-0.29111942719517797,-0.2911797102691689,-0.9548686817099599,-0.15403232458805102,0.8824456472244435,0.2806913972705961,-0.2311527647160867,-0.7615447911445568,-0.8560635538659366,1.0970244007869916,-1.0399115296394854,-0.7329957953643279,-1.0098643555394538,-0.780614805455372,-0.914264519025512,2.258116608133943,0.6827595575160837,-1.3715456919561717,0.3136298916786327,-1.0189216575513014,-1.2479137504440114,1.653863265863192,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.6471352471270724,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.1732759049600503,-1.07198258766796,1.772201137754606,-0.8858940005506615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118000
0.6513331237189042,19.442101547546386,-2.8095376051574954,-7.848604838139089,0.6282395155523225,-0.5096612215084603,-0.0060591536676899305,0.851277178608381,1.5150208817105244,-0.6962004826483499,-0.24220622845167064,0.5670378982327093,0.12582522432298243,2.186163877415295,1.1351231240616324,1.763199879437727,-0.29111942719517797,-0.2911797102691689,-0.3180501463245457,1.3740113017873037,-1.1869230766484506,0.2806913972705961,1.733155254133723,-0.7615447911445568,0.6739393951038922,1.0970244007869916,0.7897609898636642,-0.7329957953643279,-1.0098643555394538,0.7294914176925512,-0.914264519025512,2.258116608133943,0.6827595575160837,-0.18642836808602167,-0.7989232575555005,0.295153628761712,1.2336937868423052,0.2732469743600055,0.26286426318587,0.3137075879776715,2.211725564086978,0.010202823690332926,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,-0.5871577808077377,-0.7545371224335891,1.772201137754606,0.6625541649839853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302000
-2.299067905510228,-1.5405970242267333,0.7204826496661553,0.22334496526341596,-0.06849398328404405,0.3819556762557713,0.026827277546330935,-0.5802030385311304,1.9514814464084551,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-0.2751349928636851,-0.7512094173186985,0.781205369379866,1.436251953974031,-1.0916501276906296,-1.3445939230522845,-1.1869230766484506,0.2806913972705961,-1.7931326351267787,0.42083288037388794,-1.0404012585610967,1.0970244007869916,-1.0399115296394854,1.2847130606923167,-1.0098643555394538,-0.780614805455372,-0.914264519025512,-0.9268853295095248,-0.9731120430281867,-0.1493934517150795,-0.7989232575555005,-1.0189216575513014,-0.8621957249856513,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.9337095907278383,-1.011399002329351,-0.8926064467692069,-1.031756117822831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97000
-0.5859318240223448,-0.06881796622197216,0.7204826496661553,0.22334496526341596,-1.461960980956777,2.1651894717842346,-2.3409957698631714,-1.6299551977667721,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,1.1416993837314564,0.0428321916934364,0.8824456472244435,0.2806913972705961,-0.023414701142947525,0.7445791475753668,0.6206862804141793,-0.8199602176530757,0.7897609898636642,1.2847130606923167,1.4176030155225194,-0.780614805455372,0.36821064190890485,-0.9268853295095248,-0.9731120430281867,-1.5196853574399405,-0.7989232575555005,0.295153628761712,-0.611246648181417,0.2732469743600055,0.26286426318587,-3.378666780862968,-0.7514566818072682,-0.7068932535650183,2.223734164385801,-0.2886760630012404,1.9407022204245947,-0.5871577808077377,1.262055544536037,-0.8926064467692069,0.47870535508353373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137000
-0.9190416176449888,-0.7417422019399426,0.7204826496661553,0.22334496526341596,-0.06849398328404405,1.273572574020003,-1.485948558298629,0.9467091930843485,-0.5552177427350655,1.0147818235082353,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,0.7134164954968997,-0.4048002203275648,-0.1522387147120036,0.2806913972705961,-0.6860728279838472,-0.7615447911445568,-1.210401586224411,-0.8199602176530757,-1.0399115296394854,-0.7329957953643279,-1.0098643555394538,-0.780614805455372,-1.5555020994927204,-0.9268853295095248,-0.9731120430281867,-1.85299960477842,-0.7989232575555005,-1.0189216575513014,-1.36409387859412,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.7068932535650183,1.3280957063698084,-0.2886760630012404,-0.48543880825596203,0.9337095907278383,1.262055544536037,-0.8926064467692069,-1.2426893933234722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119000
-0.1100606902757106,0.3409649703955113,0.7204826496661553,0.22334496526341596,0.6282395155523225,-0.5096612215084603,0.9476473515389151,0.7558451641324136,-0.4195610807343574,-0.6962004826483499,-0.24220622845167064,1.6695318370750407,0.12582522432298243,-0.5844200464377521,1.1351231240616324,0.8585566788914568,-0.29111942719517797,-0.2911797102691689,-0.48846637410374105,0.2607893347193689,0.8824456472244435,0.2806913972705961,0.008140447754238172,3.0366088798640978,2.6463528353421055,3.0140090192270588,4.449106028869964,3.3024219167489615,3.8450703865844926,-0.780614805455372,1.0094482223761132,2.258116608133943,0.6827595575160837,0.8875842066713018,1.4261830409127658,2.9233042013877384,1.6101174020486568,0.2732469743600055,0.26286426318587,0.3137075879776715,1.6814718990322182,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.9337095907278383,-0.6461407625800996,1.772201137754606,2.6961457812517278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,269500
0.746507350468231,0.6636505409720044,0.7204826496661553,0.22334496526341596,0.6282395155523225,0.3819556762557713,-0.20337774095181513,0.2786850917525765,0.48285062735731005,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,0.19495104611142078,0.028733592676080947,-0.29111942719517797,-0.2911797102691689,-0.5647052128470652,-0.6766607428115236,-1.1869230766484506,0.2806913972705961,0.05547317110001672,1.1152451636466252,1.0057472635551805,-0.8199602176530757,0.7897609898636642,1.2847130606923167,0.2038693299915329,-0.780614805455372,0.36821064190890485,3.850617576955677,0.1308023573346603,-0.4086378663116748,-0.7989232575555005,0.295153628761712,0.05795088996320766,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.07943418596658597,-0.381759531660723,3.08697107280445,-0.48543880825596203,0.9337095907278383,-0.34468840898131553,1.772201137754606,0.9784361479472519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205000
0.508571783594914,0.08078239285904955,-1.0445274777456701,0.22334496526341596,-0.06849398328404405,0.3819556762557713,0.026827277546330935,-0.5802030385311304,1.4088547984056223,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,0.27616433211606956,-0.8618071331238749,-1.1869230766484506,0.2806913972705961,0.5603555534549879,0.9768319044807756,1.2781574271602503,-0.8199602176530757,0.7897609898636642,1.2847130606923167,0.2038693299915329,-0.780614805455372,0.36821064190890485,0.6656156393122091,0.6827595575160837,-0.1493934517150795,0.3136298916786327,0.295153628761712,0.5087297871856286,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,0.846814913821576,-0.381759531660723,-0.2886760630012404,2.749415896651447,0.9337095907278383,1.262055544536037,0.4397973454926996,1.2622475586518027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
0.03270064984827968,0.24832000142197375,0.7204826496661553,0.22334496526341596,0.6282395155523225,-0.5096612215084603,0.9476473515389151,0.7558451641324136,-0.5552177427350655,1.0147818235082353,-0.24220622845167064,-0.535456040609622,0.12582522432298243,2.186163877415295,1.1351231240616324,2.200784184463868,-0.29111942719517797,-0.2911797102691689,-0.6835481085351883,1.4443200576021207,0.8824456472244435,0.2806913972705961,1.3360862971774696,-0.7615447911445568,0.3646616905597903,1.0970244007869916,0.7897609898636642,-0.7329957953643279,0.2038693299915329,0.7294914176925512,0.36821064190890485,0.6656156393122091,0.6827595575160837,0.8875842066713018,0.3136298916786327,0.295153628761712,0.5087297871856286,0.2732469743600055,0.26286426318587,0.3137075879776715,1.6346848109391512,0.9812704283069544,-0.381759531660723,1.7831496923080723,-0.48543880825596203,-0.5871577808077377,-1.0319306354217184,0.4397973454926996,0.4065650650116979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270000
1.4603140510881825,0.36777838456948925,0.7204826496661553,0.22334496526341596,-0.7652274821204106,1.273572574020003,-0.7624470715901698,0.9944252003223322,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,1.1351231240616324,-0.6741220267959587,3.998179759104998,3.2811959763290135,-0.8831144805397723,-0.31105521257447555,0.8824456472244435,0.2806913972705961,-0.11282095635164034,-0.7615447911445568,-0.7638947015183566,1.0970244007869916,-1.0399115296394854,-0.7329957953643279,-1.0098643555394538,0.7294914176925512,-0.27302693855830357,-0.9268853295095248,-0.9731120430281867,-1.038231444617692,-0.7989232575555005,0.295153628761712,0.25313350525538986,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.16907119562350487,-0.381759531660723,-0.2886760630012404,1.1319885441977424,0.1732759049600503,-0.9500095906228149,-0.8926064467692069,-0.7858502162292451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147000
