Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Fence,Yr Sold,Bsmt Unf_prop,Fireplace * Qu,Year Built * Gr Liv Area,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Exterior 1st_AsbShng,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central Air_N,Central Air_Y,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_nan,Mo Sold_1,Mo Sold_10,Mo Sold_11,Mo Sold_12,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,SalePrice
1.7934238447108264,0.5319874313728852,0.7204826496661553,0.22334496526341596,0.6282395155523225,2.1651894717842346,-1.1241978149443994,-0.19847498062726068,-0.5552177427350655,-0.6962004826483499,2.4342597204819025,-0.535456040609622,0.12582522432298243,-0.5844200464377521,0.6650370850865266,-0.34763425517023705,-0.29111942719517797,-0.2911797102691689,0.3389492581399836,-0.12122157187446979,-1.1869230766484506,0.2806913972705961,0.25532244744885946,1.5961725895618655,1.5812905415478469,1.0970244007869916,-1.0399115296394854,1.2847130606923167,0.2038693299915329,-0.780614805455372,0.36821064190890485,2.258116608133943,1.2347167576975073,-1.445615524698056,1.4261830409127658,0.295153628761712,0.11371735147525973,0.2732469743600055,0.26286426318587,0.3137075879776715,3.3112221342740535,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,-0.5871577808077377,0.48316134896152624,2.660470332595877,1.480632247874821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219000
-0.44317048389835456,-0.5198380846380561,0.7204826496661553,0.22334496526341596,-0.7652274821204106,2.1651894717842346,-0.6966742091621281,0.851277178608381,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,0.6650370850865266,-0.09823387406725524,2.9258549625299537,0.5842873576636093,-0.5579782564873602,-0.4516727242041094,-0.1522387147120036,0.2806913972705961,-0.7912566576411328,-0.7615447911445568,-1.2923294549778155,1.0970244007869916,-1.0399115296394854,-0.7329957953643279,0.2038693299915329,0.7294914176925512,-0.914264519025512,-0.9268853295095248,-0.9731120430281867,0.146885879252458,0.3136298916786327,0.295153628761712,1.145396889448223,0.2732469743600055,0.26286426318587,0.3137075879776715,0.7613258332018996,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,-0.5871577808077377,-0.45872554714089275,-0.8926064467692069,-1.3005496054631394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,129000
0.746507350468231,0.11906085309362495,-1.0445274777456701,0.22334496526341596,1.324973014388689,-0.5096612215084603,1.0463066451809777,0.9467091930843485,1.190624516056657,1.0147818235082353,-0.24220622845167064,0.5670378982327093,0.12582522432298243,-0.5844200464377521,1.1351231240616324,1.5478086412124246,-0.29111942719517797,2.523241266508017,2.32564370303955,5.037097479739267,0.8824456472244435,0.2806913972705961,1.2203840845544554,-0.7615447911445568,0.27454103493104537,1.0970244007869916,0.7897609898636642,-0.7329957953643279,0.2038693299915329,0.7294914176925512,0.36821064190890485,0.6656156393122091,1.2347167576975073,0.9986889557841283,0.3136298916786327,1.6092289150747252,1.8889497096089172,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.9337095907278383,-0.09695255711740657,0.8839319429133351,0.3211548665965913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284000
1.0320300307162116,0.35464905762912763,-1.0445274777456701,0.22334496526341596,1.324973014388689,1.273572574020003,0.7832151954688108,0.517265127942495,2.1933041917140654,1.0147818235082353,-0.24220622845167064,0.5670378982327093,0.12582522432298243,1.2626359027976126,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,1.5161666210883724,0.434217599062584,0.8824456472244435,0.2806913972705961,0.22639689429310592,2.170939513216665,2.0605685737552633,-0.8199602176530757,0.7897609898636642,1.2847130606923167,1.4176030155225194,0.7294914176925512,1.6506858028433216,0.6656156393122091,0.6827595575160837,0.7024096248165907,0.3136298916786327,1.6092289150747252,1.2894602483543574,0.2732469743600055,0.26286426318587,0.3137075879776715,0.7457301371708772,0.5928433864603058,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.1732759049600503,1.262055544536037,0.4397973454926996,2.0954853788523207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,290000
-0.44317048389835456,-0.020553820708811878,0.7204826496661553,0.22334496526341596,-0.06849398328404405,1.273572574020003,-1.0255385213023367,-1.6299551977667721,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,0.47573070412065355,-0.6532244908732513,-1.1869230766484506,0.2806913972705961,-0.5808889983265615,0.517018365556936,-0.01220650570587035,-0.8199602176530757,0.7897609898636642,-0.7329957953643279,0.2038693299915329,-0.780614805455372,0.36821064190890485,0.6656156393122091,1.2347167576975073,-1.3345107755852295,-0.7989232575555005,-1.0189216575513014,-1.0852615710338596,0.2732469743600055,0.26286426318587,0.3137075879776715,1.860822403388975,-0.7068932535650183,-0.381759531660723,-0.2886760630012404,1.1319885441977424,0.9337095907278383,1.262055544536037,0.8839319429133351,-0.06341556549333584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,139500
-0.5383447106476814,-0.6583432378539835,0.7204826496661553,0.22334496526341596,0.6282395155523225,1.273572574020003,-2.3409957698631714,-0.6756350530070978,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-0.2751349928636851,-0.5290163505178602,-0.29111942719517797,-0.2911797102691689,-0.13866464339907694,-0.8079037536658485,-0.1522387147120036,0.2806913972705961,-0.8333301895040471,0.5991279260790502,-0.1371465055548122,1.0970244007869916,-1.0399115296394854,-0.7329957953643279,1.4176030155225194,-0.780614805455372,0.36821064190890485,-0.9268853295095248,-0.9731120430281867,0.3320604611071689,1.4261830409127658,0.295153628761712,0.47619935130359814,0.2732469743600055,0.26286426318587,0.3137075879776715,1.3071751942876817,-0.7068932535650183,0.9861246587637021,-0.2886760630012404,-0.48543880825596203,-1.3475914665755258,0.468028339075598,-0.8926064467692069,-0.24372518509453675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,139900
0.03270064984827968,0.8966498641389851,-2.8095376051574954,0.22334496526341596,1.324973014388689,-0.5096612215084603,1.0134202139669568,0.8989931858463648,0.8603300346636285,1.0147818235082353,-0.24220622845167064,1.6695318370750407,0.12582522432298243,2.186163877415295,1.1351231240616324,2.4864609846363743,-0.29111942719517797,-0.2911797102691689,-0.7306368030531238,1.69040070295398,0.8824456472244435,0.2806913972705961,1.6332306159593017,-0.7615447911445568,0.596107919788158,1.0970244007869916,0.7897609898636642,-0.7329957953643279,0.2038693299915329,0.7294914176925512,-0.27302693855830357,0.6656156393122091,1.2347167576975073,0.9616540394131862,0.3136298916786327,1.6092289150747252,1.1221608638182012,0.2732469743600055,0.26286426318587,0.3137075879776715,0.6677516570157654,-0.18401069723299135,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,0.1732759049600503,-1.0890743321152525,0.8839319429133351,0.6424823110568757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,300000
0.03270064984827968,0.5316175911773819,-1.0445274777456701,0.22334496526341596,-0.7652274821204106,0.3819556762557713,-0.26915060337985686,0.7081291568944299,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,0.5670378982327093,0.12582522432298243,1.2626359027976126,0.6650370850865266,0.006060830757628055,-0.29111942719517797,-0.2911797102691689,-1.0983770840503349,-1.257879790880677,0.8824456472244435,0.2806913972705961,0.7865007872181521,-0.7615447911445568,-0.06341142367674815,-0.8199602176530757,0.7897609898636642,-0.7329957953643279,0.2038693299915329,-0.780614805455372,-0.27302693855830357,0.6656156393122091,0.6827595575160837,0.7764794575584751,0.3136298916786327,0.295153628761712,0.03006765920718163,0.2732469743600055,0.26286426318587,0.3137075879776715,1.6034934188771064,-0.7068932535650183,-0.381759531660723,1.497380622610236,-0.48543880825596203,0.9337095907278383,-1.0587121367490744,0.4397973454926996,-0.07865340340195665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175000
0.2706362167215968,-0.17588670282013233,0.7204826496661553,0.22334496526341596,-0.06849398328404405,-0.5096612215084603,-0.46646919066398207,-1.2959431471008862,1.373466103970655,-0.6962004826483499,-0.24220622845167064,-0.535456040609622,0.12582522432298243,-0.5844200464377521,-1.2153070708138967,-1.0006097984216804,-0.29111942719517797,-0.2911797102691689,0.8995289547820735,-0.21027932923990458,-0.1522387147120036,0.2806913972705961,-0.5204082962736223,0.8126127834365472,0.29297480540056137,-0.8199602176530757,0.7897609898636642,-0.7329957953643279,1.4176030155225194,0.7294914176925512,-0.27302693855830357,-0.9268853295095248,-0.9731120430281867,-0.7049171972792123,-0.7989232575555005,-1.0189216575513014,-0.4160640328892349,0.2732469743600055,0.26286426318587,0.3137075879776715,-0.7514566818072682,-0.3931637197658021,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,-1.3475914665755258,1.262055544536037,-0.8926064467692069,0.2622495451263962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139000
-0.44317048389835456,0.1458742672676029,0.7204826496661553,0.22334496526341596,0.6282395155523225,1.273572574020003,-1.8805857328668794,-0.6756350530070978,-0.5552177427350655,-0.6962004826483499,-0.24220622845167064,0.5670378982327093,0.12582522432298243,0.33910792817993024,-0.2751349928636851,-0.11637208360201756,-0.29111942719517797,-0.2911797102691689,-0.170057106411034,-0.4141747211028737,-2.221607438584898,0.2806913972705961,-0.7491831257782186,1.3216920586736551,0.5592403788491259,-0.8199602176530757,-1.0399115296394854,1.2847130606923167,-1.0098643555394538,-0.780614805455372,-0.27302693855830357,2.258116608133943,0.6827595575160837,-2.2974186012297264,-0.7989232575555005,0.295153628761712,-0.7134851609535126,0.2732469743600055,0.26286426318587,-3.378666780862968,-0.7514566818072682,4.3874767952698726,-0.381759531660723,-0.2886760630012404,-0.48543880825596203,-1.3475914665755258,0.05748018170684826,1.772201137754606,0.4455660377867166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163000
