ID,SalePrice
2658,131711.23463985784
2718,153687.13703218207
2414,241976.21659061394
1989,111427.11155898569
625,182632.10782511273
333,83672.48059638281
1327,101912.89375020526
858,162948.16382680787
95,170036.64561072638
1568,160948.43724459165
2482,149567.53625079873
1364,115775.47824844052
2584,146175.06104366592
818,238409.7483615668
2673,155794.56960094353
2089,113577.08635275916
1297,138082.25876386644
790,118921.02469906553
2616,196177.0210436027
720,192552.53041974903
222,146015.85159581507
557,108255.67466700976
1148,180730.1588788837
2766,169623.9498475181
534,180516.74107727225
1452,131104.22357960755
630,109623.87852754373
2648,123995.02992216242
125,160774.34085652957
1904,38143.58673679683
1670,99658.92683242682
756,88491.22517001032
717,217802.19744430258
1032,161488.10700915556
852,219800.89301384328
1731,188987.68522836344
2639,119580.75170435756
2071,68723.14589315998
1267,128643.76526465596
1851,179577.211733356
567,174346.37886322796
2439,210456.2982958737
1898,146878.03069542898
647,186870.3556036236
2256,216826.5765851351
979,92633.34964895781
1444,221712.68130056257
2485,118822.16176026782
157,119996.93902326134
88,118164.33629059469
2003,110277.85738510234
186,203482.3852365236
1425,228762.2393169856
2695,125521.63534821622
738,100649.65373202965
395,154036.87874828515
1353,162604.9528627392
1878,140983.16582530338
390,159569.5113332595
1456,222578.0681318412
1103,328722.34202385484
1387,123874.79629886389
2070,143147.64570187443
1199,178707.21421402838
2479,183095.0723797525
501,309268.34741384804
2362,97400.32683075918
1718,226597.78346859943
2188,79937.53408999888
1483,157905.37610944945
2557,69714.51966562319
437,358292.9092688113
2224,211949.57820160117
1628,176451.75070845685
397,138864.84880191876
587,204088.5616697067
2182,591221.6321099156
971,146052.57475414718
2611,146198.28060047267
1887,93078.14144358433
2399,362978.01082974393
2148,195414.7373251485
304,135940.17805495695
1997,133756.20721990897
2817,95371.60324881256
1431,200926.65042819158
427,342843.1995924254
263,124371.5498261823
598,193136.14028786303
2895,232962.3940244899
687,135057.8947471414
1822,135303.11131576358
2191,99936.63206494623
179,111980.85080058656
1009,241982.08328490582
2010,118233.10691111351
1991,143404.22149785393
1411,226152.0986870036
1721,233319.04930382074
1144,190490.2180387803
593,216614.33810789813
575,310440.18923100317
1249,175613.88346186696
1604,121083.8733019915
1064,466813.51283270074
1923,155715.9451200279
1988,118635.56951926122
2325,168921.8354898594
114,200292.4386283233
2700,174214.8561542705
217,132296.58609396606
343,185053.5713749946
386,206994.64369794496
2005,106513.56753639705
2908,141142.6454580951
1814,247806.0397125687
2446,478878.06231172895
208,120860.24988692602
1679,99348.51752901028
822,303686.59882052446
6,187275.25453718763
1781,375679.45849500725
2397,318121.3477288609
2340,322415.93579776364
1618,173161.6480708203
2843,165585.7703179162
1061,349318.1948059612
2786,127772.82183909246
1935,135359.9729423733
1341,98613.20004849468
521,234997.71541286996
2136,137091.65559062263
996,200637.9686300601
227,138127.09105015328
135,191152.7875062346
1167,143930.1388182766
294,237822.9235575069
1776,211134.87550078574
540,164934.8617945449
1717,249716.4412244602
2303,125545.12929875411
116,188905.5212835287
127,131705.540993079
1371,124078.13047993518
1014,174607.24596170624
1507,99773.1054488733
702,141214.21171775748
750,138972.91903749632
261,155983.65570866145
1559,67198.99822046541
577,230412.30828502862
2812,196174.59309467947
2080,167156.45558439736
1368,105125.92276933623
2376,123538.34008079054
659,115591.92108712095
1235,149056.79099405083
332,66726.99502607518
1917,146204.02200289594
2094,227445.8095899177
1460,256027.16303229413
1471,216851.83120364527
1509,119365.2755026573
1922,130288.0149202247
433,444655.9449635297
460,268636.08175887365
1116,209596.78513164094
1137,164699.6829955979
53,159584.51976375649
2354,271272.6175603344
1475,196576.32862892433
1761,501803.18746790825
842,130575.36931858938
2739,176576.44468189447
2509,145573.33844050526
1007,202662.93187141177
2610,193135.14275189655
1952,90110.77697652465
2719,163944.80090749645
2921,77228.76103162284
1966,155651.3568985035
292,108603.61718394124
1204,189836.7542691337
1829,260072.3524375046
2419,207175.10222578808
391,150425.55477502404
798,120839.08198163188
481,198587.7949266333
193,213952.40761724117
555,110816.35018629323
899,49328.06036487277
2357,181744.32683325885
328,131086.94141444593
1356,94082.54470749805
1154,109516.24041064846
1730,200620.0351144467
2249,157308.56886045262
1119,282913.2454963492
2856,154292.2870704453
1394,135997.13350114934
2587,112924.4053400983
61,314952.2387786121
2661,186302.12415984194
2711,142116.0352254901
1147,185350.40356619653
757,119417.20092939472
2623,93705.17615358002
2378,134511.50511888863
1413,160345.20582080318
1722,224552.63119835692
1112,209579.74740500643
1623,182831.17698823442
1201,215070.03303022764
1513,113342.30704223242
957,482496.66207139625
1171,246418.3415547071
1145,197974.13119629349
2726,235829.23357313906
703,161744.49507374468
760,127114.5154882466
1964,160543.58941035802
2512,174123.16576631716
159,126632.610838573
1281,174163.90620790693
468,191511.09263340294
290,120148.15606838977
665,100007.98105533476
1463,247723.9487046416
1792,213919.6612922087
923,173566.84914790498
500,284495.6835219779
1408,190789.9383760827
331,66784.07798567395
170,137618.10663746513
2192,95591.55833513416
2571,303568.91379752755
2314,169166.58927181072
2647,92409.27213620665
422,415372.8180930391
2457,334578.40486133506
1838,194521.22068469741
2805,268926.5192496122
1645,152739.74174960348
1711,304738.5728760207
2825,236195.91153977206
322,312334.4987091566
2103,261922.36882183806
342,121224.54480432678
600,113674.32555628417
488,162191.27747741033
1725,321055.95862502145
2246,323295.35270817846
2847,150327.78982716292
806,236036.68200695422
530,218581.75565420056
963,192045.0495213049
2678,95788.14586189511
171,86391.52805136035
2401,440355.5394765871
805,216267.888968538
2259,256941.78001434443
1748,179785.6116041442
1361,147120.65250507864
1677,113072.47638404468
1406,170067.340808742
2322,272585.95277765737
688,158413.45798096916
143,148432.8569306507
804,212819.54247364547
1214,161129.48149619476
2828,158770.4256699131
1999,193952.50408994374
2467,211105.9777145845
2665,162063.7556422813
1538,321200.1917725705
398,108503.10875783002
2822,166086.29035441883
2157,148801.51742867858
1856,187777.96312542434
1269,93005.7348065828
2570,126367.71150693196
2320,229502.346097961
1517,131575.08471549719
2304,124446.02312320082
1312,83483.42035561807
2012,126153.4798235036
506,270843.76427644363
2865,223894.53586654266
2367,100066.55183108724
554,75678.33027486203
238,144514.44232866785
1954,112319.48629306152
2488,116180.53910104372
2291,63895.01539403545
1969,98574.00960105805
2725,163875.9092916152
1482,152740.5087611634
2763,207846.0068833995
503,266729.6837038008
1584,245826.423962756
1531,152496.67158303384
2210,188536.08839523979
459,338848.6717761664
556,130850.94003249645
1347,131348.50088484157
1290,67069.83742094584
1388,104797.86241379785
1571,370032.7385949162
2754,222565.80648040512
765,148306.31013496473
2494,134423.73484497846
2870,250720.88032282458
7,232196.32277348364
1114,228173.25727763984
2418,289317.31742756005
291,151856.36851284446
18,363638.7292932259
39,393217.0970249283
1001,277831.32895487966
2442,233043.71842963976
616,121138.58670068637
2680,66199.55753406786
1414,117116.86922716105
289,159014.38886525272
40,277470.65944212244
860,132136.55003976918
409,133343.77046854846
673,158079.0860376158
2427,190825.87533459527
2036,221778.61806208856
2564,145137.5711922445
642,158825.67879829113
1008,185952.09479531215
1908,145479.55642645786
2519,196410.5403255278
1369,78455.39195492688
2855,176083.46282793029
712,103993.79727547939
1943,117172.92147643855
1958,127052.61757694757
107,163306.07971103158
2295,224598.14995997516
704,109652.97203457615
676,151783.12996068335
259,179367.03946001694
93,294498.1784154687
106,221878.71547494584
2315,165470.086047983
1050,108242.12545599375
1095,211265.12901530706
2709,160373.32770404944
758,126983.83345111925
1496,165388.57665507484
2370,121214.47437505898
2458,287366.021444795
2733,133692.60844410842
161,275936.76731973654
726,136326.75838539563
845,209355.08489269926
947,236491.5053384776
2232,104887.77586288282
2563,141640.39657188143
2299,164629.29387349117
211,68223.93141706778
605,144699.1413936213
1478,197769.2785051816
2247,295784.4857388283
2274,238315.42839035566
2869,226285.7237266763
967,209707.45739803003
2656,115366.86628145372
667,186807.40086760244
1042,108710.28510608606
2023,153709.81151993445
2447,375407.2087708493
2055,124033.90537536176
2275,291427.3419059529
2204,177878.14731170906
1563,284743.045780024
483,224968.8471258278
796,138345.48492683304
1526,156591.65585967226
2042,117737.3200916291
442,335435.28781349724
